<<<<<<< HEAD
,title,ad_url,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
16,"
                            1 Bedroom - 1 bathroom - Pet Friendly - Davisville
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bathroom-pet-friendly-davisville/1508852007?null&siteLocale=en_CA,"125 Lawton Blvd, Toronto, ON, M4V 2A1",Apartment,1985.0,1,1,43.6944803,-79.3967948,0.0,1.0,1.0,0.0,0.0,0,0.0,606,0.0,0.0,86,83,51,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/rwEAAOSwpLle9zki/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/nSsAAOSwx09e9zko/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/visAAOSwMMxe9zki/$_2.JPG
17,"
                            630 Vesta - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/630-vesta-2-bedroom-1-bathroom-for-rent/1511402447?null&siteLocale=en_CA,"630 Vesta Drive, Toronto, ON, M5N 1J1",Apartment,2229.0,2,1,43.70322,-79.42413,0.0,1.0,1.0,1.0,0.0,0,0.0,842,0.0,0.0,81,74,72,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/bcYAAOSwwX9fCMaH/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/WWsAAOSw-qBfCMaD/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/bR0AAOSwGgZfCMaE/$_2.JPG
18,"
                            The Bloordale - 3 Bedroom, 2 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-bloordale-3-bedroom-2-bathroom-for-rent/1511217507?null&siteLocale=en_CA,"4340 Bloor Street West, Toronto, ON, M9C 2A6",Apartment,2599.0,3,2,43.6320994,-79.5761034,0.0,1.0,1.0,1.0,1.0,0,0.0,1120,0.0,0.0,51,52,61,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/cGwAAOSwkc5fB3Ob/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/xEwAAOSwov5fB3Oe/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/C2gAAOSwbX1fB3Oa/$_2.JPG
19,"
                            Manhattan Towers - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/manhattan-towers-2-bedroom-1-bathroom-for-rent/1512938365?null&siteLocale=en_CA,"75 Broadway Avenue, Toronto, ON, M4P 1V1",Apartment,2459.0,2,1,43.7102168,-79.3947347,0.0,1.0,1.0,1.0,1.0,0,1.0,740,0.0,0.0,92,88,57,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/tUgAAOSw6PJfE1Yh/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/iL0AAOSwr-hfE1Yh/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/9ZQAAOSwfRZfE1Yi/$_2.JPG
20,"
                            Upgraded Bachelor For Rent w/ In-Suite Laundry - Liberty Village
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/upgraded-bachelor-for-rent-w-in-suite-laundry-liberty-village/1510265487?null&siteLocale=en_CA,"200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1719.0,1,1,43.63633129999999,-79.4263436,0.0,1.0,1.0,1.0,1.0,0,1.0,370,0.0,0.0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/slYAAOSwqhtfANoj/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/pKwAAOSwq1tfANoj/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/6jgAAOSwpABfANoj/$_2.JPG
21,"
                            31 Spencer Avenue - 1 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/31-spencer-avenue-1-bedroom-1-bathroom-for-rent/1508851900?null&siteLocale=en_CA,"31 Spencer Avenue, Toronto, ON, M6K 2J9",Apartment,1629.0,1,1,43.63509,-79.4292,0.0,1.0,1.0,1.0,0.0,0,0.0,681,0.0,0.0,57,88,78,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GwYAAOSwaZNe~H3z/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/DQoAAOSwSx9e~H3x/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/qPgAAOSwN1Je~H3z/$_2.JPG
22,"
                            Broadview Mansions - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/broadview-mansions-2-bedroom-1-bathroom-for-rent/1505774805?null&siteLocale=en_CA,"569 Broadview Avenue, Toronto, ON, M4K 2N8",Apartment,2769.0,2,1,43.67232629999999,-79.35509189999999,0.0,1.0,1.0,1.0,0.0,0,1.0,782,0.0,0.0,81,95,89,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/nXYAAOSwOINe6mmn/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTE=/z/KIEAAOSwiFhe6mmn/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/bnUAAOSwqShe6mmm/$_2.JPG
23,"
                            Garden View Apartments - 1 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/garden-view-apartments-1-bedroom-1-bathroom-for-rent/1508850890?null&siteLocale=en_CA,"321 Sherbourne Street, Toronto, ON, M5A 2S4",Apartment,1729.0,1,1,43.6618848,-79.3722284,0.0,1.0,1.0,1.0,1.0,0,0.0,603,0.0,0.0,93,89,99,https://i.ebayimg.com/00/s/Njk1WDEwNDM=/z/HnMAAOSw0Yxe9ze0/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/FboAAOSwb65e9ze1/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GtQAAOSwxIVe9ze0/$_2.JPG
24,"
                            Renovated Bachelor For Rent - Forest Hill -
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-for-rent-forest-hill/1508850924?null&siteLocale=en_CA,"4 Latimer Avenue, Toronto, ON, M5N 2L9",Apartment,1639.0,1,1,43.7031261,-79.4160184,0.0,1.0,1.0,1.0,0.0,0,0.0,340,0.0,0.0,85,72,62,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/IS0AAOSwjBde9ze3/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/DcAAAOSw5KVe9ze8/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GagAAOSwocFe9ze3/$_2.JPG
25,"
                            Valencia Towers - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/valencia-towers-2-bedroom-1-bathroom-for-rent/1511216094?null&siteLocale=en_CA,"6020 Bathurst Street, Toronto, ON, M2R 1Z8",Apartment,1939.0,2,1,43.7878919,-79.44772360000002,0.0,1.0,1.0,1.0,1.0,0,1.0,1009,0.0,0.0,72,64,56,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/LMsAAOSwyhhfB3IC/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/BwEAAOSw2RNfB3IA/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/Uf8AAOSw8edfB3IB/$_2.JPG
26,"
                            2 Bedroom For Rent - Forest Hill - Renovated - Family-Friendly
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-for-rent-forest-hill-renovated-family-friendly/1508850792?null&siteLocale=en_CA,"665 Roselawn Avenue, Toronto, ON, M5N 1L1",Apartment,2309.0,2,1,43.70533590000001,-79.42502379999999,0.0,1.0,1.0,1.0,1.0,0,0.0,952,0.0,0.0,70,73,82,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/v0YAAOSw3Ate9zeb/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/rkQAAOSwIFFe9zeY/$_2.JPG,https://i.ebayimg.com/00/s/NDg2WDY3Ng==/z/M7cAAOSwJ~Je9zeX/$_2.JPG
27,"
                            Manhattan Towers - 1 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/manhattan-towers-1-bedroom-1-bathroom-for-rent/1505746767?null&siteLocale=en_CA,"75 Broadway Avenue, Toronto, ON, M4P 1V1",Apartment,1849.0,1,1,43.7102168,-79.3947347,0.0,1.0,1.0,1.0,1.0,0,1.0,565,0.0,0.0,92,88,57,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/EO0AAOSwjVFfBuuo/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/mFQAAOSwH6xfBuup/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/b50AAOSwFB9fBuuq/$_2.JPG
28,"
                            1 Bedroom Apartment - Renovated w/ In-Suite Laundry! Call now!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-renovated-w-in-suite-laundry-call-now/1508851030?null&siteLocale=en_CA,"161 Wilson Avenue, Toronto, ON, M5M 3A4",Apartment,1969.0,1,1,43.7399122,-79.42026659999999,0.0,1.0,1.0,1.0,1.0,0,0.0,629,0.0,0.0,63,63,54,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/WYMAAOSwo8te9zfv/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/6BcAAOSwulde9zfv/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/e14AAOSwXspe9zfz/$_2.JPG
29,"
                            Broadview Mansions - 1 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/broadview-mansions-1-bedroom-1-bathroom-for-rent/1508850964?null&siteLocale=en_CA,"569 Broadview Avenue, Toronto, ON, M4K 2N8",Apartment,2309.0,1,1,43.67232629999999,-79.35509189999999,0.0,1.0,1.0,1.0,0.0,0,1.0,645,0.0,0.0,81,95,89,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/i64AAOSwGD9e9zfX/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTE=/z/Kv4AAOSwMQ5e9zfX/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/lGIAAOSwLt5e9zfW/$_2.JPG
30,"
                            Parkway Forest Towers - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/parkway-forest-towers-2-bedroom-1-bathroom-for-rent/1508851088?null&siteLocale=en_CA,"100 Parkway Forest Drive, Toronto, ON, M2J 1L6",Apartment,2309.0,2,1,43.7732919,-79.3418648,0.0,1.0,1.0,1.0,0.0,0,1.0,940,0.0,0.0,58,81,50,https://i.ebayimg.com/00/s/NzAzWDEyNTA=/z/CTAAAOSwMNhe9zgL/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/5pwAAOSwpl9e9zgR/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/saIAAOSwCf9e9zgR/$_2.JPG
31,"
                            31 Spencer Avenue - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/31-spencer-avenue-2-bedroom-1-bathroom-for-rent/1505787776?null&siteLocale=en_CA,"31 Spencer Avenue, Toronto, ON, M6K 2J9",Apartment,2509.0,2,1,43.63509,-79.4292,0.0,1.0,1.0,1.0,0.0,0,0.0,900,0.0,0.0,57,88,78,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/4lEAAOSw3dNe~H3w/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/82MAAOSwbS9e~H3w/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/c7UAAOSwaKZe~H3x/$_2.JPG
32,"
                            157 & 165 Jameson Avenue - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/157-165-jameson-avenue-2-bedroom-1-bathroom-for-rent/1505787806?null&siteLocale=en_CA,"157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,2349.0,2,1,43.63767,-79.43575,0.0,1.0,1.0,1.0,0.0,0,0.0,918,0.0,0.0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/UpsAAOSwOkle~H30/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/wAsAAOSwxDBe~H31/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/26YAAOSwuDte~H3x/$_2.JPG
0,"
                            1 Bedroom - Eglinton/Dufferin - Quiet Community-Family Friendly
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-eglinton-dufferin-quiet-community-family-friendly/1505746756?null&siteLocale=en_CA,"620 Northcliffe Boulevard, Toronto, ON, M6E 3M1",Apartment,1859.0,1,1,43.6933028,-79.44687239999999,0.0,1.0,1.0,1.0,1.0,0,0.0,564,0.0,0.0,70,80,68,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/EhsAAOSw3-te4UKI/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/DsYAAOSwHmhe4UKI/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/JW8AAOSwIFJe4UKH/$_2.JPG
1,"
                            157 & 165 Jameson Avenue - 0 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/157-165-jameson-avenue-0-bedroom-1-bathroom-for-rent/1505787809?null&siteLocale=en_CA,"157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1539.0,1,1,43.63767,-79.43575,0.0,1.0,1.0,1.0,0.0,0,0.0,372,0.0,0.0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/y-UAAOSwUg5e~H3y/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jL8AAOSwAX9e~H3z/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2bwAAOSw8Xpe~H3w/$_2.JPG
2,"
                            Gowan Court - 1 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gowan-court-1-bedroom-1-bathroom-for-rent/1507228135?null&siteLocale=en_CA,"80 Gowan Avenue, Toronto, ON, M4K 2E1",Apartment,1789.0,1,1,43.6881682,-79.35157199999999,0.0,1.0,1.0,0.0,0.0,0,0.0,410,0.0,0.0,77,69,63,https://i.ebayimg.com/00/s/NzY4WDgyOA==/z/7HsAAOSwDNle60iX/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/JQEAAOSwOWBe60iY/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/NpMAAOSwKx9e60iX/$_2.JPG
3,"
                            1 Bedroom Apartment - East York - Renovated - Amazing Views!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-east-york-renovated-amazing-views/1508850782?null&siteLocale=en_CA,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1749.0,1,1,43.6880023,-79.3507422,0.0,1.0,1.0,1.0,1.0,0,0.0,466,0.0,0.0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/10cAAOSwdD9e9zeU/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/~5MAAOSwtVde9zeV/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/MSAAAOSwADZe9zeV/$_2.JPG
4,"
                            Upgraded Jr. 1 Bed For Rent w/ In-Suite Laundry-Liberty Village
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/upgraded-jr-1-bed-for-rent-w-in-suite-laundry-liberty-village/1505774761?null&siteLocale=en_CA,"200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1799.0,1,1,43.63633129999999,-79.4263436,0.0,1.0,1.0,1.0,1.0,0,1.0,625,0.0,0.0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/Z88AAOSwCdVe4WBi/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/rX4AAOSw0Kle4WBi/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/1O0AAOSwDAxe4WBi/$_2.JPG
5,"
                            Bachelor Apartment for Rent - Eglinton/Dufferin/York - Call now!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-eglinton-dufferin-york-call-now/1505774714?null&siteLocale=en_CA,"65 Dynevor Road, Toronto, ON, M6E 3W8",Apartment,1539.0,1,1,43.69166860000001,-79.44959209999999,0.0,1.0,1.0,0.0,0.0,0,0.0,416,0.0,0.0,73,77,59,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/ZxoAAOSwo8te4WBY/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/2eAAAOSwghpe4WBX/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/2a0AAOSwu51e4WBY/$_2.JPG
6,"
                            Broadview Mansions - 0 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/broadview-mansions-0-bedroom-1-bathroom-for-rent/1505774801?null&siteLocale=en_CA,"569 Broadview Avenue, Toronto, ON, M4K 2N8",Apartment,1729.0,1,1,43.67232629999999,-79.35509189999999,0.0,1.0,1.0,1.0,0.0,0,1.0,425,0.0,0.0,81,95,89,https://i.ebayimg.com/00/s/NzY4WDExNTE=/z/KPMAAOSwDjhfBhke/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/A3EAAOSwo9JfBhkd/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/iekAAOSwwttfBhke/$_2.JPG
7,"
                            1 Bedroom - Upper Beaches! Spacious Upgraded Suites! Call now!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-upper-beaches-spacious-upgraded-suites-call-now/1505747098?null&siteLocale=en_CA,"600 Kingston Road, Toronto, ON, M4E 1R1",Apartment,1879.0,1,1,43.6787296,-79.2997244,0.0,1.0,1.0,1.0,1.0,0,0.0,738,0.0,0.0,70,83,64,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/F70AAOSw6xZe4ULS/$_27.JPG,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/5Q0AAOSwVNpe4ULQ/$_2.JPG,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/CAoAAOSwprte4ULQ/$_2.JPG
8,"
                            Renovated 1 Bedroom | Wellesley Village | In-Suite Laundry
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-wellesley-village-in-suite-laundry/1505787741?null&siteLocale=en_CA,"85 Wellesley St E, Toronto, ON, M4Y 1H8",Apartment,1829.0,1,1,43.66567,-79.3799,0.0,1.0,1.0,1.0,0.0,0,0.0,551,0.0,0.0,96,91,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gxkAAOSwHLhfBcuI/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/kAEAAOSw1ixfBcuH/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GQwAAOSwmlFfBcuH/$_2.JPG
9,"
                            85 Wellesley - 2 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/85-wellesley-2-bedroom-1-bathroom-for-rent/1505787752?null&siteLocale=en_CA,"85 Wellesley St E, Toronto, ON, M4Y 1H8",Apartment,2559.0,2,1,43.66567,-79.3799,0.0,1.0,1.0,1.0,0.0,0,0.0,935,0.0,0.0,96,91,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/Cx0AAOSwEDde7J~g/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDc2OA==/z/LUcAAOSwbrNe7J~h/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/qr4AAOSw9~Ne7J~g/$_2.JPG
10,"
                            1 Bedroom Apartment For Rent - Eglinton/Dufferin/York - Call now
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-eglinton-dufferin-york-call-now/1511215925?null&siteLocale=en_CA,"65 Dynevor Road, Toronto, ON, M6E 3W8",Apartment,1659.0,1,1,43.69166860000001,-79.44959209999999,0.0,1.0,1.0,0.0,0.0,0,0.0,416,0.0,0.0,73,77,59,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/se0AAOSwxPVfB3HV/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/2D8AAOSwoH1fB3HV/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/JEgAAOSweblfB3HV/$_2.JPG
11,"
                            Manhattan Towers - 0 Bedroom, 1 Bathroom for Rent
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/manhattan-towers-0-bedroom-1-bathroom-for-rent/1505746770?null&siteLocale=en_CA,"75 Broadway Avenue, Toronto, ON, M4P 1V1",Apartment,1529.0,1,1,43.7102168,-79.3947347,0.0,1.0,1.0,1.0,1.0,0,1.0,380,0.0,0.0,92,88,57,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/gBcAAOSwilRfBuup/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/UUIAAOSw4stfBuup/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/rvAAAOSwCqJfBuuo/$_2.JPG
12,"
                            2 Bedroom - Eglinton/Dufferin - Quiet Community-Family Friendly
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-eglinton-dufferin-quiet-community-family-friendly/1511215931?null&siteLocale=en_CA,"620 Northcliffe Boulevard, Toronto, ON, M6E 3M1",Apartment,2249.0,2,1,43.6933028,-79.44687239999999,0.0,1.0,1.0,1.0,1.0,0,0.0,747,0.0,0.0,70,80,68,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/87cAAOSwOMBfB3HY/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/YCEAAOSwpbxfB3HY/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jh0AAOSwqhtfB3HW/$_2.JPG
13,"
                            1 Bedroom - Yonge/Eglinton - Renovated - Quiet Neighbourhood
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-yonge-eglinton-renovated-quiet-neighbourhood/1505746766?null&siteLocale=en_CA,"107 Roselawn Avenue, Toronto, ON, M4R 1E7",Apartment,1899.0,1,1,43.7101147,-79.4024927,0.0,1.0,1.0,1.0,0.0,0,0.0,692,0.0,0.0,90,88,77,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/tmEAAOSwmI9e60cs/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/rLsAAOSw4yte60cs/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/rKsAAOSwouxe60ct/$_2.JPG
14,"
                            Bachelor - Eglinton/Dufferin - Quiet Community-Family Friendly
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-eglinton-dufferin-quiet-community-family-friendly/1505774565?null&siteLocale=en_CA,"620 Northcliffe Boulevard, Toronto, ON, M6E 3M1",Apartment,1579.0,1,1,43.6933028,-79.44687239999999,0.0,1.0,1.0,1.0,1.0,0,0.0,389,0.0,0.0,70,80,68,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/kS8AAOSw3W9e4WA7/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/P4sAAOSwf3pe4WA-/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/KmIAAOSwL0xe4WA7/$_2.JPG
15,"
                            Large 1 Bedroom - Downtown - Renovated - On-site Gym!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-bedroom-downtown-renovated-on-site-gym/1511215909?null&siteLocale=en_CA,"392 Sherbourne Street, Toronto, ON, M4X 1K3",Apartment,1609.0,1,1,43.6637115,-79.3732778,0.0,1.0,1.0,1.0,1.0,0,1.0,468,0.0,0.0,93,87,10,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/bHMAAOSwgw9fB3HQ/$_27.JPG,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/MucAAOSwyKBfB3HQ/$_2.JPG,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/0hUAAOSwbkxfB3HQ/$_2.JPG
16,"
                            2 Bedroom Apartment - East York - Renovated - Amazing Views!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-east-york-renovated-amazing-views/1505774493?null&siteLocale=en_CA,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,2314.0,2,1,43.6880023,-79.3507422,0.0,1.0,1.0,1.0,1.0,0,0.0,739,0.0,0.0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/QRYAAOSw8Xpe4WAv/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/t98AAOSw08Fe4WAw/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2UUAAOSwu19e4WAw/$_2.JPG
17,"
                            Bachelor Apartment - East York - Renovated - Amazing Views!
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-east-york-renovated-amazing-views/1505774490?null&siteLocale=en_CA,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1559.0,1,1,43.6880023,-79.3507422,0.0,1.0,1.0,1.0,1.0,0,0.0,393,0.0,0.0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/VLoAAOSwFpBe4WAs/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/3a8AAOSwb7te4WAs/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/1rcAAOSw5Bde4WAs/$_2.JPG
18,"
                            3 BEDROOM APARTMENT FOR RENT
                        ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-for-rent/1513538417?null&siteLocale=en_CA,"354 Spadina Ave, Toronto, ON M5T 2G4, Canada",Apartment,3100.0,3,1,43.6545731,-79.3989844,1.0,1.0,1.0,1.0,0.0,0,0.0,1000,0.0,1.0,98,93,10,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/23wAAOSw-GBfF2tZ/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/A2oAAOSwaYdfF2tS/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HT8AAOSwN8BfF2td/$_2.JPG
